Date,Item,Peliyagoda,Kandy,Dambulla,Meegoda,Norochchole,Thambuththegama,Keppetipola,Nuwaraeliya,Bandarawela,Veyangoda
2023-07-27,Tomato,200--230,200--250,170--200,220--250,,190-220,190--210,180-210,,240--270
2023-07-28,Tomato,180--200,200--230,180--200,220--250,,180-200,170--190,180-200,,240--250
2023-08-02,Tomato,260--280,240--250,200--220,280--350,,150-200,240--260,250-260,230-250,270--290
2023-08-03,Tomato,140--160,110--120,100--120,140--160,90--130,100-120,115--130,120-130,,140--160
2023-08-05,Tomato,200--220,250--280,180--220,200--250,,200-230,160--180,150-170,,
2023-08-06,Tomato,200--250,140--160,180--220,180--220,,160-200,150--170,140-160,,220--260
2023-08-08,Tomato,150--180,130--150,120--140,150--170,,110-130,100--140,110-130,,150--170
2023-08-09,Tomato,80--100,70--80,60--75,70--80,,50-60,80--100,90-100,,65--85
2023-08-11,Tomato,220--250,200--220,140--180,220--240,,200-220,200--220,200-230,,220--230
2023-08-12,Tomato,450--500,450--500,400--450,,400--450,470-500,450--480,440-480,,500--560
2023-08-14,Tomato,150--180,150--170,130--140,130--140,,110-140,160--200,150-180,,140--160
2023-08-15,Tomato,150--180,150--170,100--120,165--170,,100-130,130--160,140-160,,140--160
2023-08-16,Tomato,120--150,110--120,100--120,150--160,,80-110,100--130,110-140,,130--140
2023-08-17,Tomato,100--120,100--120,80--110,140--150,,70-100,100--130,100-120,,110--150
2023-08-18,Tomato,80--100,100--110,60--85,130--140,,60-60,90--100,90-100,,100--120
2023-08-21,Tomato,60--80,70--90,50--70,95--100,,50-60,50--70,60-70,,80--100
2023-08-22,Tomato,60--80,70--90,60--70,95--100,,40-50,60--70,70-80,,65--90
2023-08-23,Tomato,80--100,80--90,60--70,75--80,,50-60,60--80,60-70,,70--100
2023-08-24,Tomato,100--110,80--100,50--60,75--80,,50-60,60--70,60-70,,70--80
2023-08-25,Tomato,100--120,80--100,60--70,60--70,,50-60,75--85,70-80,,70--80
2023-08-28,Tomato,100--120,90--100,70--90,100--110,,80-100,80--100,90-110,,90--100
2023-08-29,Tomato,80--120,90--100,70--80,95--100,,60-70,,100-120,,100--110
2023-09-01,Tomato,100--120,90--100,80--100,100--110,,60-80,90--110,90-110,,90--100
2023-09-02,Tomato,250--270,240--250,180--210,230--280,150--180,190-220,200--220,230-240,180-200,240--250
2023-09-03,Tomato,150--170,100--120,100--110,160--190,100--140,70-100,120--130,120-130,,130--170
2023-09-05,Tomato,250--280,240--250,200--220,250--280,,200-240,180--200,190-200,,240--280
2023-09-06,Tomato,200--220,190--200,180--220,200--240,,180-200,160--170,150-170,,230--250
2023-09-08,Tomato,150--180,130--150,110--130,150--160,,100-120,120--130,120-140,,140--160
2023-09-10,Tomato,120--150,100--120,100--120,110--130,,120-130,70--80,80-90,,130--140
2023-09-11,Tomato,220--250,180--200,160--200,210--240,,200-220,200--230,220-240,,220--230
2023-09-13,Tomato,100--120,90--100,90--100,130--150,,80-100,100--130,110-130,,120--140
2023-09-14,Tomato,80--100,80--100,80--100,120--130,,80-100,80--100,90-110,,120--140
2023-09-15,Tomato,80--100,70--80,80--100,110--120,,70-90,60--80,70-90,,100--130
2023-09-18,Tomato,100--120,90--100,80--100,120--150,,80-100,90--100,100-110,,120--140
2023-09-19,Tomato,100--120,100--110,90--110,120--130,,80-100,90--100,90-110,,110--120
2023-09-20,Tomato,80--100,90--100,80--100,110--130,,85-100,80--100,100-110,,100--120
2023-09-21,Tomato,120--130,80--90,100--120,110--120,,70-90,90--100,100-110,,110--130
2023-09-22,Tomato,120--130,70--80,80--110,110--120,,90-110,70--90,100-110,,110--120
2023-09-25,Tomato,120--150,100--120,100--120,120--130,,80-100,120--140,130-150,,120--130
2023-09-26,Tomato,120--150,120--140,100--130,110--140,,90-120,110--130,120-140,,120--130
2023-10-01,Tomato,100--120,100--120,80--100,110--120,,80-100,100--120,100-120,80-100,90--100
2023-10-02,Tomato,200--240,150--170,190--220,180--220,180--200,200-220,130--140,140-150,130-150,230--240
2023-10-03,Tomato,160--180,120--150,120--140,170--200,100--140,80-100,110--120,,,120--150
2023-10-04,Tomato,250--280,200--220,170--200,200--240,120--150,160-180,230--240,240-260,,180--200
2023-10-05,Tomato,250--300,200--230,200--230,230--280,,220-250,180--200,190-200,,200--250
2023-10-07,Tomato,430--480,400--450,380--400,,,400-430,380--420,380-430,,400--450
2023-10-08,Tomato,150--180,120--130,120--140,150--160,,90-120,120--130,120-140,,140--170
2023-10-10,Tomato,100--120,120--130,110--130,120--140,,110-130,90--110,100-110,,120--150
2023-10-11,Tomato,220--250,170--200,180--200,180--200,,200-220,200--230,220-230,,190--220
2023-10-13,Tomato,150--160,160--180,160--170,150--180,,150-180,100--140,110-140,,160--170
2023-10-16,Tomato,160--180,130--150,120--150,150--200,,140-160,140--150,160-190,,150--180
2023-10-17,Tomato,160--180,120--140,120--130,160--200,,130-160,130--150,160-190,,160--180
2023-10-18,Tomato,140--150,100--130,90--130,150--170,,100-120,100--130,120-150,,150--160
2023-10-19,Tomato,120--140,80--100,80--100,140--180,,70-80,80--100,70-90,,120--160
2023-10-20,Tomato,80--120,70--90,70--100,125--140,,70-80,80--100,80-100,,110--140
2023-10-23,Tomato,120--150,80--100,90--110,120--140,,80-110,70--80,70-90,,120--140
2023-10-24,Tomato,120--150,70--90,80--110,120--140,,90-110,70--80,70-90,,120--150
2023-10-25,Tomato,80--120,80--100,80--110,120--140,,80-100,70--90,80-90,,100--130
2023-10-26,Tomato,120--130,90--100,70--100,120--140,,80-100,70--80,80-90,,130--130
2023-10-27,Tomato,120--130,90--100,70--100,120--150,,90-110,,70-90,,110--140
2023-10-30,Tomato,100--140,70--90,80--100,120--130,,80-110,70--90,80-90,,130--140
2023-10-31,Tomato,120--130,70--90,60--80,120--130,80--100,80-100,80--100,90-120,,110--140
2023-11-01,Tomato,100--120,110--120,100--120,110--120,,120-130,100--110,100-120,100-120,80--110
2023-11-04,Tomato,230--250,230--240,170--200,230--250,130--160,180-200,200--220,200--220,,200--220
2023-11-05,Tomato,300--350,240--260,270--300,250--300,,230-250,220--240,220-230,,230--260
2023-11-07,Tomato,500--550,350--400,350--360,,,420-450,400--420,380-420,,400--450
2023-11-08,Tomato,150--180,130--140,110--120,150--160,,100-120,120--130,120-140,,130--150
2023-11-09,Tomato,100--120,100--120,100--120,130--150,,80-100,100--130,120-140,,100--130
2023-11-10,Tomato,120--140,130--150,120--150,120--150,,110-130,100--130,110-130,,150--160
2023-11-12,Tomato,450--500,450--500,470--500,450--550,400--420,480-530,400--450,420-450,,480--500
2023-11-13,Tomato,280--300,200--220,230--240,190--240,,220-250,160--200,180-200,,220--230
2023-11-14,Tomato,280--300,270--300,200--230,220--240,,230-250,160--200,170-190,,260--300
2023-11-15,Tomato,240--280,250--270,170--220,240--280,,240-270,180--200,180-200,,250--280
2023-11-16,Tomato,220--250,230--250,160--200,230--270,,230-250,180--220,190-220,,260--280
2023-11-17,Tomato,200--230,200--220,160--170,240--260,120--150,210-230,180--200,180-220,,250--260
2023-11-20,Tomato,250--280,220--240,230--250,210--250,,230-250,190--210,220-230,,250--300
2023-11-21,Tomato,280--300,260--280,200--250,230--290,,250-270,200--230,210-230,,270--290
2023-11-22,Tomato,250--300,350--380,230--250,240--290,,270-300,240--260,240-260,,290--320
2023-11-23,Tomato,300--320,330--350,300--330,240--300,220--220,300-340,260--300,250-260,,330--350
2023-11-24,Tomato,350--360,330--350,300--350,330--380,200--220,320-350,250--280,260-280,,350--390
2023-11-27,Tomato,330--360,330--350,350--360,,300--320,350-400,280--300,290-310,,
2023-11-28,Tomato,350--400,330--350,320--340,340--420,,,280--320,300-320,,390--420
2023-12-01,Tomato,100--120,150--160,140--160,130--140,,150-170,100--120,110-130,120-140,130--150
2023-12-05,Tomato,350--380,330--350,280--310,290--340,,270-300,280--300,290-300,,290--330
2023-12-06,Tomato,200--220,180--200,170--180,200--250,,200-220,160--170,160-180,,
2023-12-07,Tomato,450--500,350--370,350--380,,,430-450,400--420,390-410,,400--450
2023-12-09,Tomato,120--140,100--120,100--120,120--130,,100-120,80--100,90-120,,120--140
2023-12-10,Tomato,130--150,140--160,145--160,150--170,,150-180,110--140,130-150,,150--190
2023-12-12,Tomato,500--550,480--500,380--440,450--500,,470-500,400--450,450-460,,530--600
2023-12-13,Tomato,500--550,400--450,350--400,480--550,,400-450,400--430,400-440,,500--520
2023-12-14,Tomato,450--500,350--380,380--430,480--520,,420-450,400--450,420-450,,440--500
2023-12-15,Tomato,450--500,380--400,360--400,440--480,,400-450,400--450,420-450,,440--480
2023-12-18,Tomato,480--520,450--500,380--450,430--500,380--400,430-450,400--420,420-440,,450--470
2023-12-19,Tomato,550--600,450--480,400--450,400--500,380--430,380-430,400--420,420-430,,450--480
2023-12-20,Tomato,550--600,400--450,400--430,420--550,350--370,400-450,400--450,430-450,,480--520
2023-12-21,Tomato,550--600,400--450,400--450,480--600,350--380,400-430,450--500,430-460,,450--500
2023-12-22,Tomato,600--650,500--520,450--480,480--580,300--350,420-450,480--520,480-530,,470--530
2023-12-27,Tomato,300--350,300--320,300--340,,,400-450,320--360,330-350,,
2023-12-28,Tomato,300--350,320--350,280--310,350--450,,350-400,300--350,330-350,,450--500
2023-12-29,Tomato,450--500,500--550,320--380,250--350,,300-350,400--450,420-450,,360--430
